internal_adspace_id,geo_region_name,os_code,suggested_bid_cpm
111566,South Dakota,8,20.0
111566,Tennessee,-1,20.0
111566,Tennessee,2,20.0
111566,Tennessee,8,20.0
111566,Texas,-1,20.0
111566,Texas,2,20.0
111566,Texas,8,20.0
111566,Unknown,-1,20.0
111566,Unknown,2,18.9
111566,Unknown,8,20.0
111566,Unknown,18,18.9
111566,Utah,-1,20.0
111566,Utah,1,20.0
111566,Utah,8,18.9
111566,Vermont,-1,18.9
111566,Vermont,8,20.0
111566,Virginia,-1,20.0
111566,Virginia,2,18.9
111566,Virginia,8,20.0
111566,Virginia,18,20.0
111566,Washington,-1,20.0
111566,Washington,2,18.39
111566,Washington,8,20.0
111566,Washington,18,20.0
111566,West Virginia,-1,20.0
111566,West Virginia,8,18.8
111566,West Virginia,18,20.0
111566,Wisconsin,-1,20.0
111566,Wisconsin,2,20.0
111566,Wisconsin,8,18.9
111566,Wisconsin,18,18.9
111566,Wyoming,-1,18.9
111566,Wyoming,8,20.0
111567,Alabama,-1,18.9
111567,Alabama,2,20.0
111567,Alabama,8,18.9
111567,Alaska,-1,20.0
111567,Alaska,8,20.0
111567,Alberta,-1,20.0
111567,Arizona,-1,20.0
111567,Arizona,8,18.9
111567,Arizona,18,20.0
111567,Arkansas,-1,18.9
111567,Arkansas,8,20.0
111567,Bourgogne-Franche-Comte,-1,20.0
111567,British Columbia,-1,20.0
111567,California,-1,20.0
111567,California,1,20.0
111567,California,2,20.0
111567,California,8,20.0
111567,California,18,18.9
111567,Colorado,-1,20.0
111567,Colorado,1,20.0
111567,Colorado,2,20.0
111567,Colorado,8,16.98
111567,Connecticut,-1,18.9
111567,Connecticut,2,20.0
111567,Connecticut,8,16.29
111567,Connecticut,18,20.0
111567,Delaware,-1,20.0
111567,Delaware,8,20.0
111567,District of Columbia,-1,20.0
111567,District of Columbia,2,20.0
111567,District of Columbia,8,20.0
111567,England,-1,20.0
111567,Florida,-1,20.0
111567,Florida,1,20.0
111567,Florida,2,20.0
111567,Florida,8,3.0
111567,Florida,18,20.0
111567,Georgia,-1,20.0
111567,Georgia,2,20.0
111567,Georgia,8,20.0
111567,Hawaii,-1,20.0
111567,Hawaii,8,18.9
111567,Idaho,-1,20.0
111567,Idaho,8,20.0
111567,Idaho,18,20.0
111567,Illinois,-1,20.0
111567,Illinois,8,18.9
111567,Illinois,18,20.0
111567,Indiana,-1,20.0
111567,Indiana,2,20.0
111567,Indiana,8,18.9
111567,Iowa,-1,18.9
111567,Iowa,2,20.0
111567,Iowa,8,18.9
111567,Kansas,-1,18.9
111567,Kansas,8,18.9
111567,Kentucky,-1,18.9
111567,Kentucky,8,18.9
111567,Kentucky,18,20.0
111567,Louisiana,-1,20.0
111567,Louisiana,8,18.1
111567,Maine,-1,20.0
111567,Maine,8,20.0
111567,Manitoba,-1,20.0
111567,Maryland,-1,20.0
111567,Maryland,8,18.9
111567,Massachusetts,-1,20.0
111567,Massachusetts,8,20.0
111567,Massachusetts,18,20.0
111567,Michigan,-1,20.0
111567,Michigan,1,20.0
111567,Michigan,2,20.0
111567,Michigan,8,18.51
111567,Michigan,18,20.0
111567,Minnesota,-1,18.9
111567,Minnesota,8,18.9
111567,Minnesota,18,20.0
111567,Mississippi,-1,18.9
111567,Mississippi,8,18.9
111567,Mississippi,18,20.0
111567,Missouri,-1,18.9
111567,Missouri,2,20.0
111567,Missouri,8,18.9
111567,Montana,-1,20.0
111567,Montana,8,20.0
111567,Nebraska,-1,18.9
111567,Nebraska,8,18.9
111567,Nevada,-1,18.9
111567,Nevada,2,20.0
111567,Nevada,8,18.9
111567,Nevada,18,20.0
111567,New Hampshire,-1,18.9
111567,New Hampshire,2,20.0
111567,New Hampshire,8,20.0
111567,New Jersey,-1,20.0
111567,New Jersey,2,20.0
111567,New Jersey,8,20.0
111567,New Mexico,-1,18.9
111567,New Mexico,1,20.0
111567,New Mexico,8,20.0
111567,New York,-1,20.0
111567,New York,2,20.0
111567,New York,8,20.0
111567,North Carolina,-1,20.0
111567,North Carolina,8,20.0
111567,North Dakota,-1,20.0
111567,Ohio,-1,20.0
111567,Ohio,2,20.0
111567,Ohio,8,20.0
111567,Ohio,18,17.28
111567,Oklahoma,-1,18.9
111567,Oklahoma,2,20.0
111567,Oklahoma,8,18.9
111567,Ontario,-1,20.0
111567,Ontario,8,20.0
111567,Oregon,-1,20.0
111567,Oregon,2,20.0
111567,Oregon,8,18.9
111567,Pennsylvania,-1,20.0
111567,Pennsylvania,2,20.0
111567,Pennsylvania,8,20.0
111567,Pennsylvania,18,20.0
111567,Rhode Island,-1,18.9
111567,Rhode Island,8,20.0
111567,Rio de Janeiro,-1,20.0
111567,South Carolina,-1,20.0
111567,South Carolina,8,17.19
111567,South Dakota,-1,20.0
111567,South Dakota,8,20.0
111567,Tennessee,-1,20.0
111567,Tennessee,2,20.0
111567,Tennessee,8,20.0
111567,Texas,-1,20.0
111567,Texas,2,20.0
111567,Texas,8,20.0
111567,Unknown,-1,20.0
111567,Unknown,2,18.9
111567,Unknown,8,20.0
111567,Unknown,18,18.9
111567,Utah,-1,18.9
111567,Utah,8,20.0
111567,Vermont,-1,20.0
111567,Vermont,8,20.0
111567,Virginia,-1,20.0
111567,Virginia,2,20.0
111567,Virginia,8,18.9
111567,Washington,-1,20.0
111567,Washington,2,18.9
111567,Washington,8,18.9
111567,Washington,18,20.0
111567,West Virginia,-1,18.9
111567,West Virginia,8,20.0
111567,Wisconsin,-1,18.9
111567,Wisconsin,2,20.0
111567,Wisconsin,8,18.9
111567,Wisconsin,18,20.0
111567,Wyoming,-1,20.0
111568,Alabama,-1,18.9
111568,Alabama,2,20.0
111568,Alabama,8,18.9
111568,Alaska,-1,20.0
111568,Alaska,8,20.0
111568,Alberta,-1,20.0
111568,Arizona,-1,20.0
111568,Arizona,8,18.9
111568,Arizona,18,20.0
111568,Arkansas,-1,18.9
111568,Arkansas,8,20.0
111568,Bourgogne-Franche-Comte,-1,20.0
111568,British Columbia,-1,20.0
111568,California,-1,20.0
111568,California,1,20.0
111568,California,2,20.0
111568,California,8,20.0
111568,California,18,20.0
111568,Colorado,-1,18.9
111568,Colorado,1,20.0
111568,Colorado,2,20.0
111568,Colorado,8,17.65
111568,Connecticut,-1,18.9
111568,Connecticut,2,20.0
111568,Connecticut,8,18.9
111568,Connecticut,18,20.0
111568,Delaware,-1,20.0
111568,Delaware,8,20.0
111568,District of Columbia,-1,20.0
111568,District of Columbia,2,20.0
111568,District of Columbia,8,20.0
111568,England,-1,20.0
111568,Florida,-1,20.0
111568,Florida,2,20.0
111568,Florida,8,20.0
111568,Florida,18,20.0
111568,Georgia,-1,20.0
111568,Georgia,2,20.0
111568,Georgia,8,16.49
111568,Hawaii,-1,20.0
111568,Hawaii,8,20.0
111568,Idaho,-1,20.0
111568,Idaho,2,20.0
111568,Idaho,8,20.0
111568,Idaho,18,20.0
111568,Illinois,-1,18.9
111568,Illinois,8,18.9
111568,Illinois,18,20.0
111568,Indiana,-1,18.9
111568,Indiana,2,20.0
111568,Indiana,8,18.9
111568,Iowa,-1,18.9
111568,Iowa,2,20.0
111568,Iowa,8,20.0
111568,Kansas,-1,18.9
111568,Kansas,8,20.0
111568,Kentucky,-1,18.9
111568,Kentucky,8,20.0
111568,Kentucky,18,20.0
111568,Louisiana,-1,18.9
111568,Louisiana,8,18.9
111568,Maine,-1,20.0
111568,Maine,8,20.0
111568,Manitoba,-1,20.0
111568,Maryland,-1,20.0
111568,Maryland,8,18.9
111568,Massachusetts,-1,20.0
111568,Massachusetts,8,18.9
111568,Massachusetts,18,20.0
111568,Michigan,-1,20.0
111568,Michigan,1,20.0
111568,Michigan,2,20.0
111568,Michigan,8,17.73
111568,Michigan,18,20.0
111568,Minnesota,-1,18.9
111568,Minnesota,8,18.9
111568,Mississippi,-1,18.9
111568,Mississippi,8,18.9
111568,Mississippi,18,20.0
111568,Missouri,-1,18.9
111568,Missouri,2,20.0
111568,Missouri,8,18.9
111568,Montana,-1,20.0
111568,Montana,8,20.0
111568,Nebraska,-1,18.9
111568,Nebraska,8,18.9
111568,Nevada,-1,18.9
111568,Nevada,2,20.0
111568,Nevada,8,20.0
111568,Nevada,18,20.0
111568,New Hampshire,-1,18.9
111568,New Hampshire,2,20.0
111568,New Hampshire,8,20.0
111568,New Jersey,-1,20.0
111568,New Jersey,2,20.0
111568,New Jersey,8,18.9
111568,New Mexico,-1,18.9
111568,New Mexico,1,20.0
111568,New Mexico,8,20.0
111568,New York,-1,20.0
111568,New York,2,20.0
111568,New York,8,20.0
111568,North Carolina,-1,20.0
111568,North Carolina,8,18.9
111568,North Dakota,-1,20.0
111568,Ohio,-1,20.0
111568,Ohio,2,20.0
111568,Ohio,8,18.9
111568,Ohio,18,18.9
111568,Oklahoma,-1,18.9
111568,Oklahoma,2,20.0
111568,Oklahoma,8,18.9
111568,Ontario,-1,20.0
111568,Oregon,-1,18.9
111568,Oregon,2,20.0
111568,Oregon,8,20.0
111568,Pennsylvania,-1,20.0
111568,Pennsylvania,2,20.0
111568,Pennsylvania,8,20.0
111568,Pennsylvania,18,20.0
111568,Rhode Island,-1,20.0
111568,Rhode Island,8,20.0
111568,Rio de Janeiro,-1,20.0
111568,South Carolina,-1,18.9
111568,South Carolina,8,18.9
111568,South Dakota,-1,20.0
111568,South Dakota,8,20.0
111568,Tennessee,-1,18.9
111568,Tennessee,2,20.0
111568,Tennessee,8,18.9
111568,Texas,-1,20.0
111568,Texas,2,20.0
111568,Texas,8,20.0
111568,Unknown,-1,20.0
111568,Unknown,2,18.9
111568,Unknown,8,20.0
111568,Unknown,18,20.0
111568,Utah,-1,18.9
111568,Utah,8,20.0
111568,Vermont,-1,20.0
111568,Vermont,8,20.0
111568,Virginia,-1,20.0
111568,Virginia,2,20.0
111568,Virginia,8,18.9
111568,Washington,-1,18.9
111568,Washington,2,20.0
111568,Washington,8,18.9
111568,West Virginia,-1,18.9
111568,West Virginia,8,20.0
111568,Wisconsin,-1,18.9
111568,Wisconsin,2,20.0
111568,Wisconsin,8,18.9
111568,Wisconsin,18,20.0
111568,Wyoming,-1,20.0
111569,Alabama,-1,18.9
111569,Alabama,8,20.0
111569,Alaska,-1,20.0
111569,Alaska,8,20.0
111569,Alberta,-1,20.0
111569,Arizona,-1,18.9
111569,Arizona,8,18.9
111569,Arkansas,-1,20.0
111569,Arkansas,8,20.0
111569,Bourgogne-Franche-Comte,-1,20.0
111569,California,-1,20.0
111569,California,2,20.0
111569,California,8,20.0
111569,California,18,20.0
111569,Colorado,-1,18.9
111569,Colorado,1,20.0
111569,Colorado,2,20.0
111569,Colorado,8,18.19
111569,Connecticut,-1,18.9
111569,Connecticut,2,20.0
111569,Connecticut,8,18.9
111569,Connecticut,18,20.0
111569,Delaware,-1,20.0
111569,Delaware,8,20.0
111569,District of Columbia,-1,20.0
111569,District of Columbia,2,20.0
111569,District of Columbia,8,20.0
111569,Florida,-1,20.0
111569,Florida,1,20.0
111569,Florida,2,20.0
111569,Florida,8,20.0
111569,Florida,18,20.0
111569,Georgia,-1,18.9
111569,Georgia,2,20.0
111569,Georgia,8,16.98
111569,Hawaii,-1,20.0
111569,Hawaii,8,20.0
111569,Idaho,-1,20.0
111569,Idaho,8,20.0
111569,Idaho,18,20.0
111569,Illinois,-1,18.9
111569,Illinois,8,18.9
111569,Illinois,18,20.0
111569,Indiana,-1,18.9
111569,Indiana,8,18.9
111569,Iowa,-1,20.0
111569,Iowa,8,20.0
111569,Kansas,-1,18.9
111569,Kansas,8,20.0
111569,Kentucky,-1,18.9
111569,Kentucky,8,20.0
111569,Louisiana,-1,18.9
111569,Louisiana,8,20.0
111569,Maine,-1,20.0
111569,Maine,18,20.0
111569,Manitoba,-1,20.0
111569,Maryland,-1,20.0
111569,Maryland,8,18.9
111569,Massachusetts,-1,18.9
111569,Massachusetts,8,18.9
111569,Massachusetts,18,20.0
111569,Michigan,-1,20.0
111569,Michigan,1,20.0
111569,Michigan,8,18.9
111569,Michigan,18,20.0
111569,Minnesota,-1,18.9
111569,Minnesota,8,20.0
111569,Mississippi,-1,18.9
111569,Mississippi,8,20.0
111569,Missouri,-1,18.9
111569,Missouri,2,20.0
111569,Missouri,8,20.0
111569,Montana,-1,20.0
111569,Montana,8,20.0
111569,Nebraska,-1,20.0
111569,Nebraska,8,20.0
111569,Nevada,-1,20.0
111569,Nevada,2,20.0
111569,Nevada,8,20.0
111569,Nevada,18,20.0
111569,New Hampshire,-1,18.9
111569,New Hampshire,2,20.0
111569,New Hampshire,8,20.0
111569,New Jersey,-1,20.0
111569,New Jersey,2,20.0
111569,New Jersey,8,18.9
111569,New Mexico,-1,18.9
111569,New Mexico,1,20.0
111569,New Mexico,8,20.0
111569,New York,-1,20.0
111569,New York,2,20.0
111569,New York,8,18.9
111569,North Carolina,-1,18.9
111569,North Carolina,8,18.9
111569,North Dakota,-1,20.0
111569,Ohio,-1,20.0
111569,Ohio,2,20.0
111569,Ohio,8,18.9
111569,Ohio,18,20.0
111569,Oklahoma,-1,18.9
111569,Oklahoma,2,20.0
111569,Oklahoma,8,20.0
111569,Oregon,-1,18.9
111569,Oregon,2,20.0
111569,Oregon,8,20.0
111569,Pennsylvania,-1,20.0
111569,Pennsylvania,2,20.0
111569,Pennsylvania,8,18.9
111569,Rhode Island,-1,20.0
111569,Rhode Island,8,20.0
111569,South Carolina,-1,18.9
111569,South Carolina,8,18.9
111569,South Dakota,-1,20.0
111569,Tennessee,-1,18.9
111569,Tennessee,2,20.0
111569,Tennessee,8,18.9
111569,Texas,-1,20.0
111569,Texas,2,20.0
111569,Texas,8,18.9
111569,Unknown,-1,20.0
111569,Unknown,2,20.0
111569,Unknown,8,20.0
111569,Unknown,18,18.9
111569,Utah,-1,18.9
111569,Utah,8,20.0
111569,Vermont,-1,20.0
111569,Vermont,8,20.0
111569,Virginia,-1,18.9
111569,Virginia,2,20.0
111569,Virginia,8,18.9
111569,Washington,-1,18.9
111569,Washington,2,20.0
111569,Washington,8,18.9
111569,West Virginia,-1,20.0
111569,West Virginia,8,20.0
111569,Wisconsin,-1,18.9
111569,Wisconsin,8,20.0
111569,Wisconsin,18,20.0
111569,Wyoming,-1,20.0
111570,Alabama,-1,20.0
111570,Alabama,8,20.0
111570,Alaska,-1,20.0
111570,Alberta,-1,20.0
111570,Arizona,-1,18.9
111570,Arizona,8,20.0
111570,Arkansas,-1,20.0
111570,British Columbia,-1,20.0
111570,California,-1,20.0
111570,California,2,20.0
111570,California,8,20.0
111570,California,18,20.0
111570,Colorado,-1,18.9
111570,Colorado,1,20.0
111570,Colorado,2,20.0
111570,Colorado,8,17.01
111570,Connecticut,-1,20.0
111570,Connecticut,2,20.0
111570,Connecticut,8,20.0
111570,Connecticut,18,20.0
111570,Delaware,-1,20.0
111570,Delaware,8,20.0
111570,District of Columbia,-1,20.0
111570,District of Columbia,2,20.0
111570,District of Columbia,8,20.0
111570,Florida,-1,20.0
111570,Florida,1,20.0
111570,Florida,2,20.0
111570,Florida,8,20.0
111570,Georgia,-1,18.9
111570,Georgia,2,20.0
111570,Georgia,8,18.14
111570,Hawaii,-1,20.0
111570,Hawaii,8,20.0
111570,Idaho,8,20.0
111570,Idaho,18,20.0
111570,Illinois,-1,18.9
111570,Illinois,8,18.54
111570,Illinois,18,20.0
111570,Indiana,-1,18.9
111570,Indiana,8,20.0
111570,Iowa,-1,20.0
111570,Iowa,8,20.0
111570,Kansas,-1,18.9
111570,Kansas,8,20.0
111570,Kentucky,-1,18.9
111570,Kentucky,8,20.0
111570,Louisiana,-1,18.9
111570,Louisiana,8,20.0
111570,Manitoba,-1,20.0
111570,Maryland,-1,20.0
111570,Maryland,8,18.9
111570,Massachusetts,-1,18.9
111570,Massachusetts,8,18.9
111570,Massachusetts,18,20.0
111570,Michigan,-1,18.9
111570,Michigan,1,20.0
111570,Michigan,8,18.9
111570,Michigan,18,20.0
111570,Minnesota,-1,18.9
111570,Minnesota,8,20.0
111570,Mississippi,-1,18.9
111570,Mississippi,8,20.0
111570,Missouri,-1,18.9
111570,Missouri,2,20.0
111570,Missouri,8,20.0
111570,Montana,-1,20.0
111570,Montana,8,20.0
111570,Nebraska,-1,20.0
111570,Nebraska,8,20.0
111570,Nevada,-1,20.0
111570,Nevada,8,20.0
111570,New Hampshire,-1,20.0
111570,New Hampshire,8,20.0
111570,New Jersey,-1,20.0
111570,New Jersey,2,20.0
111570,New Jersey,8,18.9
111570,New Mexico,-1,20.0
111570,New Mexico,8,20.0
111570,New York,-1,20.0
111570,New York,2,20.0
111570,New York,8,18.9
111570,North Carolina,-1,18.9
111570,North Carolina,8,18.9
111570,North Dakota,-1,20.0
111570,Ohio,-1,20.0
111570,Ohio,2,20.0
111570,Ohio,8,18.9
111570,Ohio,18,20.0
111570,Oklahoma,-1,20.0
111570,Oklahoma,2,20.0
111570,Oklahoma,8,20.0
111570,Oregon,-1,18.9
111570,Oregon,8,20.0
111570,Pennsylvania,-1,20.0
111570,Pennsylvania,2,20.0
111570,Pennsylvania,8,18.9
111570,Rhode Island,-1,20.0
111570,Rhode Island,8,20.0
111570,South Carolina,-1,18.9
111570,South Carolina,8,18.9
111570,South Dakota,-1,20.0
111570,Tennessee,-1,18.9
111570,Tennessee,2,20.0
111570,Tennessee,8,18.9
111570,Texas,-1,20.0
111570,Texas,2,20.0
111570,Texas,8,18.9
111570,Unknown,-1,20.0
111570,Unknown,2,20.0
111570,Unknown,8,20.0
111570,Unknown,18,20.0
111570,Utah,-1,18.9
111570,Utah,8,20.0
111570,Vermont,-1,20.0
111570,Vermont,8,20.0
111570,Virginia,-1,18.9
111570,Virginia,2,20.0
111570,Virginia,8,18.9
111570,Washington,-1,18.9
111570,Washington,2,18.9
111570,Washington,8,20.0
111570,West Virginia,-1,20.0
111570,West Virginia,8,20.0
111570,Wisconsin,-1,18.9
111570,Wisconsin,8,20.0
111570,Wyoming,-1,20.0
111571,Alabama,-1,18.9
111571,Alabama,8,20.0
111571,Alaska,-1,20.0
111571,Arizona,-1,18.9
111571,Arizona,8,18.9
111571,Arkansas,-1,18.9
111571,British Columbia,-1,20.0
111571,California,-1,20.0
111571,California,8,18.9
111571,California,18,20.0
111571,Colorado,-1,18.9
111571,Colorado,1,20.0
111571,Colorado,2,20.0
111571,Colorado,8,15.73
111571,Connecticut,-1,18.9
111571,Connecticut,2,20.0
111571,Connecticut,8,20.0
111571,Connecticut,18,20.0
111571,Delaware,-1,20.0
111571,Delaware,8,20.0
111571,District of Columbia,-1,20.0
111571,District of Columbia,2,20.0
111571,District of Columbia,8,20.0
111571,Florida,-1,20.0
111571,Florida,1,20.0
111571,Florida,2,20.0
111571,Florida,8,20.0
111571,Georgia,-1,18.9
111571,Georgia,8,17.79
111571,Hawaii,-1,20.0
111571,Hawaii,8,20.0
111571,Idaho,8,20.0
111571,Idaho,18,20.0
111571,Illinois,-1,18.9
111571,Illinois,8,18.9
111571,Illinois,18,20.0
111571,Indiana,-1,18.9
111571,Indiana,8,18.9
111571,Indiana,18,20.0
111571,Iowa,-1,18.9
111571,Iowa,8,20.0
111571,Kansas,-1,18.9
111571,Kansas,8,20.0
111571,Kentucky,-1,18.9
111571,Kentucky,8,20.0
111571,Louisiana,-1,20.0
111571,Louisiana,8,20.0
111571,Manitoba,-1,20.0
111571,Maryland,-1,20.0
111571,Maryland,8,18.9
111571,Massachusetts,-1,18.9
111571,Massachusetts,8,18.9
111571,Massachusetts,18,20.0
111571,Michigan,-1,20.0
111571,Michigan,8,18.9
111571,Michigan,18,20.0
111571,Minnesota,-1,18.9
111571,Minnesota,8,20.0
111571,Mississippi,-1,20.0
111571,Mississippi,8,20.0
111571,Missouri,-1,18.9
111571,Missouri,8,18.9
111571,Montana,-1,20.0
111571,Montana,8,20.0
111571,Nebraska,-1,20.0
111571,Nebraska,8,18.9
111571,Nevada,-1,20.0
111571,Nevada,8,20.0
111571,New Hampshire,-1,20.0
111571,New Hampshire,8,20.0
111571,New Jersey,-1,18.9
111571,New Jersey,8,18.9
111571,New Mexico,-1,18.9
111571,New Mexico,8,20.0
111571,New York,-1,20.0
111571,New York,2,20.0
111571,New York,8,18.9
111571,North Carolina,-1,18.9
111571,North Carolina,8,18.9
111571,North Dakota,-1,20.0
111571,Ohio,-1,20.0
111571,Ohio,2,20.0
111571,Ohio,8,18.9
111571,Ohio,18,20.0
111571,Oklahoma,-1,18.9
111571,Oklahoma,2,20.0
111571,Oklahoma,8,20.0
111571,Oregon,-1,18.9
111571,Oregon,2,20.0
111571,Oregon,8,20.0
111571,Pennsylvania,-1,20.0
111571,Pennsylvania,2,20.0
111571,Pennsylvania,8,18.9
111571,Rhode Island,-1,20.0
111571,Rhode Island,8,20.0
111571,South Carolina,-1,18.9
111571,South Carolina,8,18.9
111571,South Dakota,-1,20.0
111571,Tennessee,-1,18.9
111571,Tennessee,2,20.0
111571,Tennessee,8,18.9
111571,Texas,-1,20.0
111571,Texas,8,18.9
111571,Unknown,-1,20.0
111571,Unknown,2,20.0
111571,Unknown,8,18.9
111571,Unknown,18,20.0
111571,Utah,-1,18.9
111571,Utah,8,18.9
111571,Vermont,-1,20.0
111571,Vermont,8,20.0
111571,Virginia,-1,18.9
111571,Virginia,8,18.9
111571,Washington,-1,18.9
111571,Washington,2,18.9
111571,Washington,8,20.0
111571,West Virginia,-1,20.0
111571,West Virginia,8,20.0
111571,Wisconsin,-1,18.9
111571,Wisconsin,8,20.0
111571,Wyoming,-1,20.0
